sentence_key_furigana	sentence_key_plain	Word	Sentence	Word Audio	Sentence Audio	Definition	Definition Audio	Image	Notes
彼[かれ]はテニスを<b>します</b>。	彼はテニスを<b>します</b>。	する:0	彼[かれ]はテニスを<b>します</b>。	[sound:9c724f8a061546e4da465b791fd8950e-aff65767dfef77c1bef4d5020d994959d446e0d4.mp3]	[sound:suruS.mp3]	<!-- def-type=\"bilingual\" -->To do something; the most basic verb for performing an action.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->何かの活動をやること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00032.mp3]<!-- def-end -->	\"<img alt=\"\"徹夜でゲームをする人のイラスト（男性） | かわいいフリー素材集 ...\"\" src=\"\"game_tetsuya_man.webp\"\">\"	\"He plays tennis (lit: \"\"He does tennis\"\").\"
日本[にほん] 語[ご]の 勉[べん] 強[きょう]が 好[す]きに<b>なりました</b>。	日本 語の 勉 強が 好きに<b>なりました</b>。	なる:k1	日本[にほん] 語[ご]の 勉[べん] 強[きょう]が 好[す]きに<b>なりました</b>。	[sound:4ff4c70bfbd1c435b304f171869b06d2-4dca18f2fb5a714a1900c9358ac2459821f8b57f.mp3]	[sound:naruS.mp3]	<!-- def-type=\"bilingual\" -->To become or come to be a certain state.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->前とはちがう状態に変わること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00033.mp3]<!-- def-end -->	\"<img src=\"\"smartphone_camera_bijin.webp\"\">\"	I have come to like Japanese study.<br><br>This verb has many meanings and will take some time to assimilate properly.
私[わたし]は 日本[にほん] 語[ご]の<b>先[せん] 生[せい]</b>になりたいです。	私は 日本 語の<b>先 生</b>になりたいです。	先[せん] 生[せい]:3-	私[わたし]は 日本[にほん] 語[ご]の<b>先[せん] 生[せい]</b>になりたいです。	[sound:79481e379d111e2f10dc3569502d64a2-d7a3a07242e00fd0ec33fb47fc2cd6cf71bfcc57.mp3]	[sound:a1eea51e2177da098b4988e8aa34e2ea-8f44543f0896dc6cc0aace3d9e2082cb23ea7481.mp3]	<!-- def-type=\"bilingual\" -->A teacher; also used as a respectful title for doctors, lawyers, or mentors.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->人にものを教える人。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00034.mp3]<!-- def-end -->	\"<img src=\"\"job_teacher_man.webp\"\">\"	I want to become a Japanese teacher.
コーヒーを<b>ください</b>。	コーヒーを<b>ください</b>。	ください:k3	コーヒーを<b>ください</b>。	[sound:ください_クダサ＼イ_3_NHK-2016.mp3]	[sound:kudasaiS.mp3]	<!-- def-type=\"bilingual\" -->\"Please give me\"; used when politely requesting something.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->「ちょうだい」の丁寧な言い方<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00035.mp3]<!-- def-end -->	\"<img alt=\"\"いろいろなドアノブサインのイラスト | かわいいフリー素材集 いらすとや\"\" src=\"\"doorknob_sign1_okosanaide.webp\"\">\"	Please give me a coffee.
あなたの<b>名[な] 前[まえ]</b>を 教[おし]えてください。	あなたの<b>名 前</b>を 教えてください。	名[な] 前[まえ]:0-	あなたの<b>名[な] 前[まえ]</b>を 教[おし]えてください。	[sound:6f6e9ca121032766e44531d78d739464-f0de09ee6b36388f887ec8eeea39dd8633fbccb0.mp3]	[sound:0587554fb10adb4ab4e58d0775863c7a-78ca37efe56709c031e1ec7e97ad4bc024b4df38.mp3]	<!-- def-type=\"bilingual\" -->A person's name; what someone is called.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->その人やものを呼ぶときに使う呼び方。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00036.mp3]<!-- def-end -->	\"<img src=\"\"pet_maigofuda_cat.webp\"\">\"	Please tell me your name.
あなたの 名[な] 前[まえ]を<b>教[おし]えて</b>ください。	あなたの 名 前を<b>教えて</b>ください。	教[おし]える:0	あなたの 名[な] 前[まえ]を<b>教[おし]えて</b>ください。	[sound:8f6b682140ce42c63ddec2ba5200d003-7bbde665d16f64c1b4fda091e902715514082a9a.mp3]	[sound:0587554fb10adb4ab4e58d0775863c7a-78ca37efe56709c031e1ec7e97ad4bc024b4df38.mp3]	<!-- def-type=\"bilingual\" -->To tell or show someone something they don't know.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->相手が知らないことを、言葉で伝えること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00037.mp3]<!-- def-end -->	\"<img src=\"\"school_class_woman_aseru.webp\"\">\"	Please tell me your name.
<b>ここ</b>に 本[ほん]があります。	<b>ここ</b>に 本があります。	ここ:0-	<b>ここ</b>に 本[ほん]があります。	[sound:e445a8f0202ac296f4ac247cc79cff14-e7444fc02ca7f192fcfa218bdd0ece9c4f09943c.mp3]	[sound:edc80c601a7ab0131cc4d0ddda420a5c-91663add97635d7870b3902e4509418337960668.mp3]	<!-- def-type=\"bilingual\" -->This place; right here where we are.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->自分がいる場所のこと。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00038.mp3]<!-- def-end -->	\"<img src=\"\"kosoado1_koko.webp\"\">\"	There's a book here.
<b>そこ</b>はトイレです。	<b>そこ</b>はトイレです。	そこ:0-	<b>そこ</b>はトイレです。	[sound:75V.mp3]	[sound:sokoS.mp3]	<!-- def-type=\"bilingual\" -->There; that place near you or previously mentioned.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->相手の近くにある場所を指す言葉。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00039.mp3]<!-- def-end -->	\"<img src=\"\"kosoado1_soko.webp\"\">\"	There is the bathroom.
彼[かれ]は<b>あそこ</b>にいます。	彼は<b>あそこ</b>にいます。	あそこ:0-	彼[かれ]は<b>あそこ</b>にいます。	[sound:9dd0baeca90a894b5b08366e9145c731-6ddefb5c0a7db1dbd1a7def10da6a777484dd28d.mp3]	[sound:asokoS.mp3]	<!-- def-type=\"bilingual\" -->A place over there; away from both the speaker and listener.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->自分からも相手からも離れた場所を指す言葉。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00040.mp3]<!-- def-end -->	\"<img src=\"\"kosoado1_asoko.webp\"\">\"	He is over there.
あの 本[ほん]を<b>どこ</b>に 置[お]きましたか。	あの 本を<b>どこ</b>に 置きましたか。	どこ:1-	あの 本[ほん]を<b>どこ</b>に 置[お]きましたか。	[sound:c040358bf31eef715231b69c0b1bb3f7-c37d43cb0a99781f8f36f49ea4c25569936a110b.mp3]	[sound:a5ad112ad26012971c1cd145d2500c4f-6fb6bcc849e3cc2e13da8c1325656de1c20b9ea4.mp3]	<!-- def-type=\"bilingual\" -->A question word meaning \"where\"; asks about a place or location.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->わからない場所をたずねる言葉。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00041.mp3]<!-- def-end -->	\"<img src=\"\"pose_sagasu_kyorokyoro_man.webp\"\">\"	Where did you put that book?
あの 本[ほん]をどこに<b>置[お]きました</b>か。	あの 本をどこに<b>置きました</b>か。	置[お]く:0	あの 本[ほん]をどこに<b>置[お]きました</b>か。	[sound:66ee151d6e524a561a5c19b631a6a2a6-59bbd69d5fc7eb0b801066131845bb1e690cf126.mp3]	[sound:a5ad112ad26012971c1cd145d2500c4f-6fb6bcc849e3cc2e13da8c1325656de1c20b9ea4.mp3]	<!-- def-type=\"bilingual\" -->To put something down; to place it somewhere.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->ものをある場所にのせること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00042.mp3]<!-- def-end -->	\"<img src=\"\"yuubin_takuhaiin_door.webp\"\">\"	Where did you put that book?
ここが 私[わたし]の<b>家[いえ]</b>です。	ここが 私の<b>家</b>です。	家[いえ]:2-	ここが 私[わたし]の<b>家[いえ]</b>です。	[sound:6c5a0f2191279946af4a89d07bcc865d-70bbd467c7c8fd72182fbc46f09f6764884d45d3.mp3]	[sound:b848644912537ef2f2b4646035ad0b66-33384c0ec8bb6ca0eb0371490b6400dd141a1c6b.mp3]	<!-- def-type=\"bilingual\" -->A house or home; the physical building where someone lives.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->人が暮らすための建物<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00043.mp3]<!-- def-end -->	\"<img src=\"\"house_1f.webp\"\">\"	This is my house.<br><br>Can also be read うち.
家[うち]に<b>帰[かえ]ろう</b>。	家に<b>帰ろう</b>。	帰[かえ]る:k1	家[うち]に<b>帰[かえ]ろう</b>。	[sound:e484ea757416ce081cddaecf59f22f5c-d85323507909d6ee593abdbdead2dc602bb36d54.mp3]	[sound:5836ca64c9d6c53bbbd7c8e5fbd1c2ce-ccb39ffb539d15fec7914f3ed075d8a4ffddb03d.mp3]	<!-- def-type=\"bilingual\" -->To go back to where you belong, like heading home.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->自分の家やもといた場所に戻ること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00044.mp3]<!-- def-end -->	\"<img alt=\"\"いろいろな矢印のイラスト | かわいいフリー素材集 いらすとや\"\" src=\"\"mark_arrow_uturn.webp\"\">\"	Let's go home.
あなたの<b>話[はなし]</b>は 面[おも] 白[しろ]いね。	あなたの<b>話</b>は 面 白いね。	話[はなし]:3-	あなたの<b>話[はなし]</b>は 面[おも] 白[しろ]いね。	[sound:b1bb3219fd4976ecaaaf9eb5300fcb07-f6f9964908766ea4be4fb5c040cff6bd47f64806.mp3]	[sound:c9077bf9c6877fcc52b231002c88ad96-57c38a220f63b5b0d5ebac0716c67cd861636ddd.mp3]	<!-- def-type=\"bilingual\" -->A story, tale, or thing someone tells you; what someone says.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->誰かが口で言ったことや、その中身。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00045.mp3]<!-- def-end -->	\"<img src=\"\"hanashi_nagai_woman.webp\"\">\"	Your story is interesting.
あの 人[ひと]を<b>知[し]っています</b>か。	あの 人を<b>知っています</b>か。	知[し]る:0	あの 人[ひと]を<b>知[し]っています</b>か。	[sound:b181b22d729c84793ebb6329aad15585-f0a435ef1b54a6065fa1aa52c350fdf74d20d628.mp3]	[sound:shiruS.mp3]	<!-- def-type=\"bilingual\" -->To know something or someone; to have that information or awareness.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->あるものごとや人について、頭の中にわかっていることがある状態。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00046.mp3]<!-- def-end -->	\"<img src=\"\"book_fukayomi_woman.webp\"\">\"	Do you know that person?
<b>彼[かの] 女[じょ]</b>の 名[な] 前[まえ]を 知[し]っていますか。	<b>彼 女</b>の 名 前を 知っていますか。	彼[かの] 女[じょ]:1-	<b>彼[かの] 女[じょ]</b>の 名[な] 前[まえ]を 知[し]っていますか。	[sound:彼女_カ＼ノジョ_1_NHK-2016.mp3]	[sound:JLPT_Tango_N4_0572-02.mp3]	<!-- def-type=\"bilingual\" -->A woman being referred to; \"she\" or \"her.\"<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->話の中に出てくる女の人のこと。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00047.mp3]<!-- def-end -->	\"<img alt=\"\"仲の良いカップルのイラスト | かわいいフリー素材集 いらすとや\"\" src=\"\"couple_nakaii_hug-1a63b9a55f49f038fbc149c9980191fc4830c6d8.webp\"\">\"	Do you know her name?
彼[かの] 女[じょ]はララ<b>ちゃん</b>です。	彼 女はララ<b>ちゃん</b>です。	ちゃん:1-	彼[かの] 女[じょ]はララ<b>ちゃん</b>です。	[sound:chan.mp3]	[sound:JLPT_Tango_N5_0004.mp3]	<!-- def-type=\"bilingual\" -->Attached to a name to show affection; the cute, familiar version of さん.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->名前の後ろにつけて、親しみやかわいさを表す呼び方。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00048.mp3]<!-- def-end -->	\"<img alt=\"\"立っている女の子のイラスト（ポーズ） | かわいいフリー素材集 いらすとや\"\" src=\"\"stand1_front02_girl.webp\"\">\"	She is Lara-chan.<br><br>Honorific usually used to show endearment, especially with girls and small children.<br><br>If the name has an accent, ちゃん and all other honorifics are pronounced low: 高橋ちゃん → たか＼はしちゃん, while if a name is heiban, all honorifics are also flat so 平田ちゃん would be ひらたちゃん￣.
A「 山[やま] 田[だ]さんですか。」<br/>B「<b>はい</b>。」	A「 山 田さんですか。」<br/>B「<b>はい</b>。」	はい:1	A「 山[やま] 田[だ]さんですか。」<br/>B「<b>はい</b>。」	[sound:はい_ハ＼イ_1_NHK-2016.mp3]	[sound:JLPT_Tango_N5_0009.mp3]	<!-- def-type=\"bilingual\" -->Yes; a simple affirmation or acknowledgment when responding to someone.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->相手の言ったことが合っていると伝える返事。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00049.mp3]<!-- def-end -->	\"<img alt=\"\"頷いている人のイラスト（女性） | かわいいフリー素材集 いらすとや\"\" src=\"\"poze_unazuku_woman-88221395705f6c44767ea705c3c5de96d2e7b9e6.webp\"\">\"	A: Are you Yamada-san?<br>B: Yes, I am.
A「 山[やま] 田[だ]さんですか。」<br/>B「<b>いいえ</b>。」	A「 山 田さんですか。」<br/>B「<b>いいえ</b>。」	いいえ:0	A「 山[やま] 田[だ]さんですか。」<br/>B「<b>いいえ</b>。」	[sound:いいえ_イーエ＼_3_NHK-2016.mp3]	[sound:JLPT_Tango_N5_0011.mp3]	<!-- def-type=\"bilingual\" -->No; the standard way to deny or decline something.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->相手の言ったことが違うときに返す言葉。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00050.mp3]<!-- def-end -->	\"<img alt=\"\"首を振っている人のイラスト（女性） | かわいいフリー素材集 いらすとや\"\" src=\"\"pose_kubifuri_woman-abcb54fc6539f2a2fa343c63e40b5e6ed53f0b46.webp\"\">\"	A: Are you Yamada-san?<br>B: No, I'm not.
<b>日本[にほん]</b>のゲームは 面[おも] 白[しろ]いです。	<b>日本</b>のゲームは 面 白いです。	日本[にほん]:2-	<b>日本[にほん]</b>のゲームは 面[おも] 白[しろ]いです。	[sound:日本_ニホ＼ン_2_NHK-2016.mp3]	[sound:JLPT_Tango_N5_0563.mp3]	<!-- def-type=\"bilingual\" -->Japan; the country.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->私たちが住んでいる島国の名前。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00051.mp3]<!-- def-end -->	\"<img src=\"\"nihonchizu.webp\"\">\"	Japanese games are fun.<br><br>Can be read either にほん or にっぽん.
<b>学[がっ] 校[こう]</b>は 日本[にほん]にあります。	<b>学 校</b>は 日本にあります。	学[がっ] 校[こう]:0-	<b>学[がっ] 校[こう]</b>は 日本[にほん]にあります。	[sound:0eb38ca03c98716dc305d940b1c6bc5f-3bd5673d140d3ef2b7fb4adfe285af8c493eee21.mp3]	[sound:JLPT_Tango_N5_0106.mp3]	<!-- def-type=\"bilingual\" -->A school.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->先生から勉強を教わるために通う場所<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00052.mp3]<!-- def-end -->	\"<img src=\"\"bg_school.jpg\"\">\"	The school is in Japan.
学[がっ] 校[こう]へ<b>行[い]きます</b>。	学 校へ<b>行きます</b>。	行[い]く:0	学[がっ] 校[こう]へ<b>行[い]きます</b>。	[sound:行く_イク━_0_NHK-2016.mp3]	[sound:JLPT_Tango_N5_0115.mp3]	<!-- def-type=\"bilingual\" -->To go somewhere; to head to a place.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->今いる場所から別の場所へ移ること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00053.mp3]<!-- def-end -->	\"<img src=\"\"travel_happy_family_father.webp\"\">\"	I will go to school.
<b>明日[あした]</b>、 学[がっ] 校[こう]へ 行[い]きます。	<b>明日</b>、 学 校へ 行きます。	明日[あした]:3-	<b>明日[あした]</b>、 学[がっ] 校[こう]へ 行[い]きます。	[sound:519V.mp3]	[sound:JLPT_Tango_N5_0143.mp3]	<!-- def-type=\"bilingual\" -->Tomorrow.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->今日の次の日。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00054.mp3]<!-- def-end -->	\"<img src=\"\"text_day5_ashita.webp\"\">\"	Tomorrow, I will go to school.<br><br>Can be read あす as well.
